file,class,,cbo,loc,wmc,,,,,,,,,
C:\oodass1\dubbo\dubbo-remoting\dubbo-remoting-api\src\test\java\org\apache\dubbo\remoting\transport\dispatcher\ChannelEventRunnableTest.java,org.apache.dubbo.remoting.transport.dispatcher.ChannelEventRunnableTest,,6,26,1,,,,,,,,,
C:\oodass1\dubbo\dubbo-config\dubbo-config-spring\src\main\java\org\apache\dubbo\config\spring\context\properties\AbstractDubboConfigBinder.java,org.apache.dubbo.config.spring.context.properties.AbstractDubboConfigBinder,,4,25,7,,,,,,,,,
C:\oodass1\dubbo\dubbo-metrics\dubbo-metrics-api\src\main\java\org\apache\dubbo\metrics\listener\MetricsServiceListener.java,org.apache.dubbo.metrics.listener.MetricsServiceListener,,6,14,4,,,,,,,,,
C:\oodass1\dubbo\dubbo-remoting\dubbo-remoting-netty4\src\main\java\org\apache\dubbo\remoting\transport\netty4\NettyConfigOperator.java,org.apache.dubbo.remoting.transport.netty4.NettyConfigOperator,,15,69,17,,,,,,,,,
C:\oodass1\dubbo\dubbo-compatible\src\main\java\com\alibaba\dubbo\rpc\cluster\Directory.java,com.alibaba.dubbo.rpc.cluster.Directory,,9,8,3,,,,,,,,,
C:\oodass1\dubbo\dubbo-spring-boot-project\dubbo-spring-boot-actuator\src\main\java\org\apache\dubbo\spring\boot\actuate\endpoint\metadata\DubboServicesMetadata.java,org.apache.dubbo.spring.boot.actuate.endpoint.metadata.DubboServicesMetadata,,4,28,6,,,,,,,,,
C:\oodass1\dubbo\dubbo-plugin\dubbo-mcp\src\main\java\org\apache\dubbo\mcp\core\McpSseService.java,org.apache.dubbo.mcp.core.McpSseService,,3,4,2,,,,,,,,,
C:\oodass1\dubbo\dubbo-plugin\dubbo-triple-websocket\src\main\java\org\apache\dubbo\rpc\protocol\tri\websocket\TripleWebSocketFilter.java,org.apache.dubbo.rpc.protocol.tri.websocket.TripleWebSocketFilter$Anonymous1,,0,5,1,,,,,,,,,
C:\oodass1\dubbo\dubbo-config\dubbo-config-spring\src\test\java\org\apache\dubbo\config\spring\SimpleRegistryExporter.java,org.apache.dubbo.config.spring.SimpleRegistryExporter,,7,24,5,,,,,,,,,
C:\oodass1\dubbo\dubbo-metadata\dubbo-metadata-definition-protobuf\src\test\java\org\apache\dubbo\metadata\definition\protobuf\ProtobufTypeBuilderTest.java,org.apache.dubbo.metadata.definition.protobuf.ProtobufTypeBuilderTest,,6,46,6,,,,,,,,,
C:\oodass1\dubbo\dubbo-common\src\main\java\org\apache\dubbo\common\io\UnsafeByteArrayInputStream.java,org.apache.dubbo.common.io.UnsafeByteArrayInputStream,,1,71,25,,,,,,,,,
C:\oodass1\dubbo\dubbo-spring-boot-project\dubbo-spring-boot-actuator\src\main\java\org\apache\dubbo\spring\boot\actuate\endpoint\metadata\DubboShutdownMetadata.java,org.apache.dubbo.spring.boot.actuate.endpoint.metadata.DubboShutdownMetadata,,7,26,4,,,,,,,,,
C:\oodass1\dubbo\dubbo-registry\dubbo-registry-multiple\src\test\java\org\apache\dubbo\registry\multiple\MultipleRegistryTestUtil.java,org.apache.dubbo.registry.multiple.MultipleRegistryTestUtil,,4,40,16,,,,,,,,,
C:\oodass1\dubbo\dubbo-common\src\main\java\org\apache\dubbo\rpc\model\WrapperUnPack.java,org.apache.dubbo.rpc.model.WrapperUnPack,,3,6,2,,,,,,,,,
C:\oodass1\dubbo\dubbo-common\src\main\java\org\apache\dubbo\rpc\model\ScopeModelAware.java,org.apache.dubbo.rpc.model.ScopeModelAware,,4,10,4,,,,,,,,,
C:\oodass1\dubbo\dubbo-common\src\test\java\org\apache\dubbo\common\convert\multiple\StringToDequeConverterTest.java,org.apache.dubbo.common.convert.multiple.StringToDequeConverterTest,,4,43,6,,,,,,,,,
C:\oodass1\dubbo\dubbo-remoting\dubbo-remoting-http12\src\main\java\org\apache\dubbo\remoting\http12\command\HeaderQueueCommand.java,org.apache.dubbo.remoting.http12.command.HeaderQueueCommand,,3,17,3,,,,,,,,,
C:\oodass1\dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\merger\CharArrayMerger.java,org.apache.dubbo.rpc.cluster.merger.CharArrayMerger,,2,22,6,,,,,,,,,
C:\oodass1\dubbo\dubbo-metrics\dubbo-metrics-default\src\main\java\org\apache\dubbo\metrics\collector\AggregateMetricsCollector.java,org.apache.dubbo.metrics.collector.AggregateMetricsCollector,,23,218,44,,,,,,,,,
C:\oodass1\dubbo\dubbo-test\dubbo-test-check\src\main\java\org\apache\dubbo\test\check\registrycenter\context\ZookeeperWindowsContext.java,org.apache.dubbo.test.check.registrycenter.context.ZookeeperWindowsContext,,3,40,9,,,,,,,,,
C:\oodass1\dubbo\dubbo-remoting\dubbo-remoting-api\src\main\java\org\apache\dubbo\remoting\transport\ClientDelegate.java,org.apache.dubbo.remoting.transport.ClientDelegate,,8,71,23,,,,,,,,,
C:\oodass1\dubbo\dubbo-plugin\dubbo-qos\src\main\java\org\apache\dubbo\qos\server\handler\QosProcessHandler.java,org.apache.dubbo.qos.server.handler.QosProcessHandler,,21,56,13,,,,,,,,,
C:\oodass1\dubbo\dubbo-plugin\dubbo-mcp\src\main\java\org\apache\dubbo\mcp\JsonSchemaType.java,org.apache.dubbo.mcp.JsonSchemaType,,2,27,7,,,,,,,,,
C:\oodass1\dubbo\dubbo-plugin\dubbo-filter-cache\src\main\java\org\apache\dubbo\cache\Cache.java,org.apache.dubbo.cache.Cache,,0,4,2,,,,,,,,,
C:\oodass1\dubbo\dubbo-common\src\test\java\org\apache\dubbo\common\utils\MD5UtilsTest.java,org.apache.dubbo.common.utils.MD5UtilsTest,,5,61,4,,,,,,,,,
C:\oodass1\dubbo\dubbo-common\src\test\java\org\apache\dubbo\common\extension\ext6_wrap\WrappedExt.java,org.apache.dubbo.common.extension.ext6_wrap.WrappedExt,,2,3,1,,,,,,,,,
C:\oodass1\dubbo\dubbo-common\src\test\java\org\apache\dubbo\common\threadpool\support\AbortPolicyWithReportTest.java,org.apache.dubbo.common.threadpool.support.AbortPolicyWithReportTest$MyListener,,2,9,2,,,,,,,,,
C:\oodass1\dubbo\dubbo-cluster\src\test\java\org\apache\dubbo\rpc\cluster\support\AbstractClusterInvokerTest.java,org.apache.dubbo.rpc.cluster.support.AbstractClusterInvokerTest,,20,399,43,,,,,,,,,
C:\oodass1\dubbo\dubbo-config\dubbo-config-api\src\test\java\org\apache\dubbo\config\ReferenceConfigTest.java,ReferenceConfigTest$Anonymous1,,0,2,0,,,,,,,,,
C:\oodass1\dubbo\dubbo-config\dubbo-config-spring\src\test\java\org\apache\dubbo\config\spring\reference\ReferenceKeyTest.java,org.apache.dubbo.config.spring.reference.ReferenceKeyTest,,18,181,18,,,,,,,,,
C:\oodass1\dubbo\dubbo-metrics\dubbo-tracing\src\main\java\org\apache\dubbo\tracing\tracer\brave\BraveProvider.java,org.apache.dubbo.tracing.tracer.brave.BraveProvider,,22,107,11,,,,,,,,,
C:\oodass1\dubbo\dubbo-registry\dubbo-registry-nacos\src\main\java\org\apache\dubbo\registry\nacos\NacosNamingServiceWrapper.java,org.apache.dubbo.registry.nacos.NacosNamingServiceWrapper$SubscribeInfo,,2,23,6,,,,,,,,,
C:\oodass1\dubbo\dubbo-common\src\main\java\org\apache\dubbo\common\utils\StringConstantFieldValuePredicate.java,org.apache.dubbo.common.utils.StringConstantFieldValuePredicate,,2,18,5,,,,,,,,,
C:\oodass1\dubbo\dubbo-remoting\dubbo-remoting-zookeeper-curator5\src\main\java\org\apache\dubbo\remoting\zookeeper\curator5\aot\Curator5ZookeeperReflectionTypeDescriberRegistrar.java,org.apache.dubbo.remoting.zookeeper.curator5.aot.Curator5ZookeeperReflectionTypeDescriberRegistrar,,5,21,3,,,,,,,,,
C:\oodass1\dubbo\dubbo-cluster\src\test\java\org\apache\dubbo\rpc\cluster\support\wrapper\MockClusterInvokerTest.java,org.apache.dubbo.rpc.cluster.support.wrapper.MockClusterInvokerTest$IHelloService,,1,13,11,,,,,,,,,
C:\oodass1\dubbo\dubbo-rpc\dubbo-rpc-api\src\test\java\org\apache\dubbo\rpc\AppResponseTest.java,org.apache.dubbo.rpc.AppResponseTest,,3,69,14,,,,,,,,,
C:\oodass1\dubbo\dubbo-config\dubbo-config-api\src\test\java\org\apache\dubbo\config\integration\single\SingleRegistryCenterExportedServiceListener.java,org.apache.dubbo.config.integration.single.SingleRegistryCenterExportedServiceListener,,2,5,1,,,,,,,,,
C:\oodass1\dubbo\dubbo-metadata\dubbo-metadata-processor\src\main\java\org\apache\dubbo\metadata\annotation\processing\ServiceDefinitionMetadataAnnotationProcessor.java,org.apache.dubbo.metadata.annotation.processing.ServiceDefinitionMetadataAnnotationProcessor,,5,14,3,,,,,,,,,
C:\oodass1\dubbo\dubbo-metrics\dubbo-metrics-netty\src\main\java\org\apache\dubbo\metrics\registry\event\NettySubDispatcher.java,org.apache.dubbo.metrics.registry.event.NettySubDispatcher,,3,18,1,,,,,,,,,
C:\oodass1\dubbo\dubbo-plugin\dubbo-native\src\main\java\org\apache\dubbo\aot\generate\ProxyConfigWriter.java,org.apache.dubbo.aot.generate.ProxyConfigWriter,,4,19,4,,,,,,,,,
C:\oodass1\dubbo\dubbo-remoting\dubbo-remoting-api\src\main\java\org\apache\dubbo\remoting\buffer\ChannelBufferOutputStream.java,org.apache.dubbo.remoting.buffer.ChannelBufferOutputStream,,2,29,8,,,,,,,,,
C:\oodass1\dubbo\dubbo-config\dubbo-config-spring\src\test\java\org\apache\dubbo\config\spring\context\annotation\DubboConfigConfigurationTest.java,org.apache.dubbo.config.spring.context.annotation.DubboConfigConfigurationTest,,10,33,4,,,,,,,,,
C:\oodass1\dubbo\dubbo-rpc\dubbo-rpc-dubbo\src\test\java\org\apache\dubbo\rpc\protocol\dubbo\status\ThreadPoolStatusCheckerTest.java,org.apache.dubbo.rpc.protocol.dubbo.status.ThreadPoolStatusCheckerTest,,4,17,1,,,,,,,,,
C:\oodass1\dubbo\dubbo-metrics\dubbo-metrics-api\src\main\java\org\apache\dubbo\metrics\service\MetricsService.java,org.apache.dubbo.metrics.service.MetricsService,,3,7,3,,,,,,,,,
C:\oodass1\dubbo\dubbo-test\dubbo-test-spring\src\main\java\org\apache\dubbo\test\spring\SpringJavaConfigBeanTest.java,org.apache.dubbo.test.spring.SpringJavaConfigBeanTest,,21,100,5,,,,,,,,,
C:\oodass1\dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\router\RouterSnapshotNode.java,org.apache.dubbo.rpc.cluster.router.RouterSnapshotNode,,4,93,30,,,,,,,,,
C:\oodass1\dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\router\condition\config\model\Destination.java,org.apache.dubbo.rpc.cluster.router.condition.config.model.Destination,,2,20,5,,,,,,,,,
C:\oodass1\dubbo\dubbo-remoting\dubbo-remoting-netty4\src\test\java\org\apache\dubbo\remoting\transport\netty4\RpcMessage.java,org.apache.dubbo.remoting.transport.netty4.RpcMessage,,0,25,5,,,,,,,,,
C:\oodass1\dubbo\dubbo-rpc\dubbo-rpc-triple\src\test\java\org\apache\dubbo\rpc\protocol\tri\test\TestProtocol.java,org.apache.dubbo.rpc.protocol.tri.test.TestProtocol$Anonymous1,,1,5,1,,,,,,,,,
C:\oodass1\dubbo\dubbo-metrics\dubbo-metrics-api\src\test\java\org\apache\dubbo\metrics\aggregate\SlidingWindowTest.java,org.apache.dubbo.metrics.aggregate.SlidingWindowTest,,6,76,15,,,,,,,,,
C:\oodass1\dubbo\dubbo-common\src\main\java\org\apache\dubbo\common\beans\factory\ScopeBeanFactory.java,org.apache.dubbo.common.beans.factory.ScopeBeanFactory$BeanDefinition,,1,16,2,,,,,,,,,
C:\oodass1\dubbo\dubbo-config\dubbo-config-api\src\main\java\org\apache\dubbo\config\bootstrap\builders\AbstractServiceBuilder.java,org.apache.dubbo.config.bootstrap.builders.AbstractServiceBuilder,,6,177,44,,,,,,,,,
C:\oodass1\dubbo\dubbo-metrics\dubbo-metrics-api\src\main\java\org\apache\dubbo\metrics\service\MetricsServiceExporter.java,org.apache.dubbo.metrics.service.MetricsServiceExporter,,2,5,3,,,,,,,,,
C:\oodass1\dubbo\dubbo-plugin\dubbo-qos\src\test\java\org\apache\dubbo\qos\legacy\TraceTelnetHandlerTest.java,org.apache.dubbo.qos.legacy.TraceTelnetHandlerTest,,11,31,3,,,,,,,,,
C:\oodass1\dubbo\dubbo-spring-boot-project\dubbo-spring-boot-autoconfigure\src\main\java\org\apache\dubbo\spring\boot\autoconfigure\observability\zipkin\ZipkinConfigurations.java,org.apache.dubbo.spring.boot.autoconfigure.observability.zipkin.ZipkinConfigurations,,0,60,0,,,,,,,,,
C:\oodass1\dubbo\dubbo-plugin\dubbo-triple-servlet\src\main\java\org\apache\dubbo\rpc\protocol\tri\rest\support\servlet\FileUploadPart.java,org.apache.dubbo.rpc.protocol.tri.rest.support.servlet.FileUploadPart,,3,40,12,,,,,,,,,
C:\oodass1\dubbo\dubbo-common\src\main\java\org\apache\dubbo\common\context\Lifecycle.java,org.apache.dubbo.common.context.Lifecycle,,1,5,3,,,,,,,,,
C:\oodass1\dubbo\dubbo-plugin\dubbo-reactive\src\main\java\org\apache\dubbo\reactive\ServerTripleReactorSubscriber.java,org.apache.dubbo.reactive.ServerTripleReactorSubscriber,,5,39,9,,,,,,,,,
C:\oodass1\dubbo\dubbo-config\dubbo-config-api\src\test\java\org\apache\dubbo\config\SysProps.java,org.apache.dubbo.config.SysProps,,1,16,4,,,,,,,,,
C:\oodass1\dubbo\dubbo-plugin\dubbo-rest-jaxrs\src\test\java\org\apache\dubbo\rpc\protocol\tri\rest\support\jaxrs\compatible\JaxrsRestProtocolTest.java,org.apache.dubbo.rpc.protocol.tri.rest.support.jaxrs.compatible.JaxrsRestProtocolTest,,33,294,26,,,,,,,,,
C:\oodass1\dubbo\dubbo-common\src\main\java\org\apache\dubbo\common\extension\ExtensionPostProcessor.java,org.apache.dubbo.common.extension.ExtensionPostProcessor,,0,8,2,,,,,,,,,
C:\oodass1\dubbo\dubbo-plugin\dubbo-spring6-security\src\main\java\org\apache\dubbo\spring\security\oauth2\OAuth2ClientAuthenticationTokenMixin.java,org.apache.dubbo.spring.security.oauth2.OAuth2ClientAuthenticationTokenMixin,,7,4,1,,,,,,,,,
C:\oodass1\dubbo\dubbo-test\dubbo-test-check\src\main\java\org\apache\dubbo\test\check\registrycenter\context\ZookeeperContext.java,org.apache.dubbo.test.check.registrycenter.context.ZookeeperContext,,3,26,7,,,,,,,,,
C:\oodass1\dubbo\dubbo-config\dubbo-config-spring\src\test\java\org\apache\dubbo\config\spring\reference\javaconfig\JavaConfigReferenceBeanTest.java,org.apache.dubbo.config.spring.reference.javaconfig.JavaConfigReferenceBeanTest$MissingGenericTypeAnnotationBeanConfiguration,,5,5,1,,,,,,,,,
C:\oodass1\dubbo\dubbo-plugin\dubbo-rest-jaxrs\src\main\java\org\apache\dubbo\rpc\protocol\tri\rest\support\jaxrs\AbstractJaxrsArgumentResolver.java,org.apache.dubbo.rpc.protocol.tri.rest.support.jaxrs.AbstractJaxrsArgumentResolver,,5,5,1,,,,,,,,,
C:\oodass1\dubbo\dubbo-rpc\dubbo-rpc-api\src\main\java\org\apache\dubbo\rpc\ExporterListener.java,org.apache.dubbo.rpc.ExporterListener,,2,4,2,,,,,,,,,
C:\oodass1\dubbo\dubbo-metrics\dubbo-metrics-api\src\main\java\org\apache\dubbo\metrics\collector\stat\MetricsStatHandler.java,org.apache.dubbo.metrics.collector.stat.MetricsStatHandler,,3,6,4,,,,,,,,,
C:\oodass1\dubbo\dubbo-common\src\main\java\org\apache\dubbo\common\constants\CommonConstants.java,org.apache.dubbo.common.constants.CommonConstants$SystemProperty,,0,19,0,,,,,,,,,
C:\oodass1\dubbo\dubbo-spring-boot-project\dubbo-spring-boot\src\main\java\org\apache\dubbo\spring\boot\interceptor\DubboTagHeaderOrParameterInterceptor.java,org.apache.dubbo.spring.boot.interceptor.DubboTagHeaderOrParameterInterceptor,,3,15,4,,,,,,,,,
C:\oodass1\dubbo\dubbo-config\dubbo-config-api\src\test\java\org\apache\dubbo\config\mock\MockProtocol.java,org.apache.dubbo.config.mock.MockProtocol,,6,30,4,,,,,,,,,
C:\oodass1\dubbo\dubbo-plugin\dubbo-rest-openapi\src\main\java\org\apache\dubbo\rpc\protocol\tri\rest\openapi\Constants.java,org.apache.dubbo.rpc.protocol.tri.rest.openapi.Constants,,0,16,1,,,,,,,,,
C:\oodass1\dubbo\dubbo-remoting\dubbo-remoting-api\src\main\java\org\apache\dubbo\remoting\exchange\support\header\HeaderExchanger.java,org.apache.dubbo.remoting.exchange.support.header.HeaderExchanger,,11,17,3,,,,,,,,,
C:\oodass1\dubbo\dubbo-compatible\src\test\java\org\apache\dubbo\serialization\MyObjectInput.java,org.apache.dubbo.serialization.MyObjectInput,,3,42,13,,,,,,,,,
C:\oodass1\dubbo\dubbo-spring-boot-project\dubbo-spring-boot-3-autoconfigure\src\main\java\org\apache\dubbo\spring\boot\autoconfigure\DubboTriple3AutoConfiguration.java,org.apache.dubbo.spring.boot.autoconfigure.DubboTriple3AutoConfiguration,,3,38,0,,,,,,,,,
C:\oodass1\dubbo\dubbo-registry\dubbo-registry-api\src\test\java\org\apache\dubbo\registry\integration\DynamicDirectoryTest.java,org.apache.dubbo.registry.integration.DynamicDirectoryTest,,7,62,2,,,,,,,,,
C:\oodass1\dubbo\dubbo-rpc\dubbo-rpc-api\src\test\java\org\apache\dubbo\rpc\filter\ExceptionFilterTest.java,org.apache.dubbo.rpc.filter.ExceptionFilterTest,,15,60,5,,,,,,,,,
C:\oodass1\dubbo\dubbo-common\src\test\java\org\apache\dubbo\common\utils\NetUtilsTest.java,org.apache.dubbo.common.utils.NetUtilsTest,,3,264,42,,,,,,,,,
C:\oodass1\dubbo\dubbo-remoting\dubbo-remoting-http12\src\main\java\org\apache\dubbo\remoting\http12\message\codec\YamlCodecFactory.java,org.apache.dubbo.remoting.http12.message.codec.YamlCodecFactory,,9,11,4,,,,,,,,,
C:\oodass1\dubbo\dubbo-common\src\test\java\org\apache\dubbo\common\extension\SPI4Impl.java,org.apache.dubbo.common.extension.SPI4Impl,,2,5,1,,,,,,,,,
C:\oodass1\dubbo\dubbo-registry\dubbo-registry-api\src\test\java\org\apache\dubbo\registry\client\metadata\store\ExcludedParamsFilter2.java,org.apache.dubbo.registry.client.metadata.store.ExcludedParamsFilter2,,2,14,4,,,,,,,,,
C:\oodass1\dubbo\dubbo-plugin\dubbo-qos\src\main\java\org\apache\dubbo\qos\QosScopeModelInitializer.java,org.apache.dubbo.qos.QosScopeModelInitializer,,7,11,2,,,,,,,,,
C:\oodass1\dubbo\dubbo-rpc\dubbo-rpc-api\src\main\java\org\apache\dubbo\rpc\proxy\InvocationUtil.java,org.apache.dubbo.rpc.proxy.InvocationUtil,,11,46,5,,,,,,,,,
C:\oodass1\dubbo\dubbo-common\src\test\java\org\apache\dubbo\common\threadpool\MemorySafeLinkedBlockingQueueTest.java,org.apache.dubbo.common.threadpool.MemorySafeLinkedBlockingQueueTest,,7,67,9,,,,,,,,,
C:\oodass1\dubbo\dubbo-config\dubbo-config-api\src\main\java\org\apache\dubbo\config\bootstrap\DubboBootstrap.java,org.apache.dubbo.config.bootstrap.DubboBootstrap,,42,553,115,,,,,,,,,
C:\oodass1\dubbo\dubbo-remoting\dubbo-remoting-api\src\main\java\org\apache\dubbo\remoting\RemotingServer.java,org.apache.dubbo.remoting.RemotingServer,,5,6,4,,,,,,,,,
C:\oodass1\dubbo\dubbo-plugin\dubbo-mcp\src\test\java\org\apache\dubbo\mcp\core\McpServiceFilterTest.java,org.apache.dubbo.mcp.core.McpServiceFilterTest$TestService,,0,5,3,,,,,,,,,
C:\oodass1\dubbo\dubbo-rpc\dubbo-rpc-dubbo\src\test\java\org\apache\dubbo\rpc\protocol\dubbo\ArgumentCallbackTest.java,org.apache.dubbo.rpc.protocol.dubbo.ArgumentCallbackTest$IHelloService,,0,3,1,,,,,,,,,
C:\oodass1\dubbo\dubbo-metrics\dubbo-metrics-api\src\main\java\org\apache\dubbo\metrics\report\MetricsReporterFactory.java,org.apache.dubbo.metrics.report.MetricsReporterFactory,,4,3,1,,,,,,,,,
C:\oodass1\dubbo\dubbo-registry\dubbo-registry-api\src\main\java\org\apache\dubbo\registry\retry\FailedRegisteredTask.java,org.apache.dubbo.registry.retry.FailedRegisteredTask,,4,10,2,,,,,,,,,
C:\oodass1\dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\MergeableClusterScopeModelInitializer.java,org.apache.dubbo.rpc.cluster.MergeableClusterScopeModelInitializer,,4,6,1,,,,,,,,,
C:\oodass1\dubbo\dubbo-common\src\main\java\org\apache\dubbo\rpc\service\EchoService.java,org.apache.dubbo.rpc.service.EchoService,,0,3,1,,,,,,,,,
C:\oodass1\dubbo\dubbo-remoting\dubbo-remoting-netty4\src\test\java\org\apache\dubbo\remoting\transport\netty4\api\MultiplexProtocolConnectionManagerTest.java,org.apache.dubbo.remoting.transport.netty4.api.MultiplexProtocolConnectionManagerTest,,12,62,6,,,,,,,,,
C:\oodass1\dubbo\dubbo-rpc\dubbo-rpc-injvm\src\test\java\org\apache\dubbo\rpc\protocol\injvm\DemoRequest.java,org.apache.dubbo.rpc.protocol.injvm.DemoRequest,,0,25,5,,,,,,,,,
C:\oodass1\dubbo\dubbo-remoting\dubbo-remoting-http12\src\main\java\org\apache\dubbo\remoting\http12\h1\Http1ServerTransportListenerFactory.java,org.apache.dubbo.remoting.http12.h1.Http1ServerTransportListenerFactory,,5,3,1,,,,,,,,,
C:\oodass1\dubbo\dubbo-rpc\dubbo-rpc-dubbo\src\main\java\org\apache\dubbo\rpc\protocol\dubbo\status\ThreadPoolStatusChecker.java,org.apache.dubbo.rpc.protocol.dubbo.status.ThreadPoolStatusChecker,,5,30,7,,,,,,,,,
C:\oodass1\dubbo\dubbo-plugin\dubbo-qos\src\main\java\org\apache\dubbo\qos\command\impl\DisableRouterSnapshot.java,org.apache.dubbo.qos.command.impl.DisableRouterSnapshot,,6,27,7,,,,,,,,,
C:\oodass1\dubbo\dubbo-plugin\dubbo-qos\src\main\java\org\apache\dubbo\qos\server\Server.java,org.apache.dubbo.qos.server.Server$Anonymous1,,4,5,1,,,,,,,,,
C:\oodass1\dubbo\dubbo-rpc\dubbo-rpc-api\src\test\java\org\apache\dubbo\rpc\filter\ActiveLimitFilterTest.java,org.apache.dubbo.rpc.filter.ActiveLimitFilterTest,,11,183,14,,,,,,,,,
C:\oodass1\dubbo\dubbo-common\src\main\java\org\apache\dubbo\rpc\model\ApplicationInitListener.java,org.apache.dubbo.rpc.model.ApplicationInitListener,,1,3,1,,,,,,,,,
C:\oodass1\dubbo\dubbo-config\dubbo-config-spring\src\main\java\org\apache\dubbo\config\spring\context\DubboBootstrapApplicationListener.java,org.apache.dubbo.config.spring.context.DubboBootstrapApplicationListener,,14,94,28,,,,,,,,,
C:\oodass1\dubbo\dubbo-common\src\main\java\org\apache\dubbo\common\cache\FileCacheStore.java,org.apache.dubbo.common.cache.FileCacheStore,,5,147,21,,,,,,,,,
C:\oodass1\dubbo\dubbo-common\src\test\java\org\apache\dubbo\common\model\person\Ageneric.java,org.apache.dubbo.common.model.person.Ageneric,,1,14,3,,,,,,,,,
C:\oodass1\dubbo\dubbo-metrics\dubbo-metrics-prometheus\src\test\java\org\apache\dubbo\metrics\prometheus\PrometheusMetricsReporterFactoryTest.java,org.apache.dubbo.metrics.prometheus.PrometheusMetricsReporterFactoryTest,,5,8,1,,,,,,,,,
C:\oodass1\dubbo\dubbo-config\dubbo-config-api\src\main\java\org\apache\dubbo\config\bootstrap\builders\ConfigCenterBuilder.java,org.apache.dubbo.config.bootstrap.builders.ConfigCenterBuilder,,3,95,17,,,,,,,,,
C:\oodass1\dubbo\dubbo-spring-boot-project\dubbo-spring-boot-autoconfigure\src\test\java\org\apache\dubbo\spring\boot\autoconfigure\BinderDubboConfigBinderTest.java,org.apache.dubbo.spring.boot.autoconfigure.BinderDubboConfigBinderTest,,12,19,1,,,,,,,,,
C:\oodass1\dubbo\dubbo-rpc\dubbo-rpc-triple\src\main\java\org\apache\dubbo\rpc\protocol\tri\h3\negotiation\NegotiateClientCall.java,org.apache.dubbo.rpc.protocol.tri.h3.negotiation.NegotiateClientCall$Anonymous1,,4,5,1,,,,,,,,,
C:\oodass1\dubbo\dubbo-configcenter\dubbo-configcenter-zookeeper\src\main\java\org\apache\dubbo\configcenter\support\zookeeper\ZookeeperDataListener.java,org.apache.dubbo.configcenter.support.zookeeper.ZookeeperDataListener,,6,43,9,,,,,,,,,
C:\oodass1\dubbo\dubbo-rpc\dubbo-rpc-triple\src\main\java\org\apache\dubbo\rpc\protocol\tri\transport\AbstractH2TransportListener.java,org.apache.dubbo.rpc.protocol.tri.transport.AbstractH2TransportListener,,8,56,14,,,,,,,,,
C:\oodass1\dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\filter\FilterChainBuilder.java,org.apache.dubbo.rpc.cluster.filter.FilterChainBuilder$CopyOfFilterChainNode,,15,64,13,,,,,,,,,
C:\oodass1\dubbo\dubbo-rpc\dubbo-rpc-injvm\src\test\java\org\apache\dubbo\rpc\protocol\injvm\ProtocolTest.java,org.apache.dubbo.rpc.protocol.injvm.ProtocolTest$Anonymous1,,0,5,1,,,,,,,,,
C:\oodass1\dubbo\dubbo-common\src\test\java\com\pojo\Demo8.java,com.pojo.Demo8,,0,2,0,,,,,,,,,
C:\oodass1\dubbo\dubbo-rpc\dubbo-rpc-triple\src\main\java\org\apache\dubbo\rpc\protocol\tri\call\ClientCall.java,org.apache.dubbo.rpc.protocol.tri.call.ClientCall$Listener,,2,5,3,,,,,,,,,
C:\oodass1\dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\router\condition\matcher\argument\ArgumentConditionMatcher.java,org.apache.dubbo.rpc.cluster.router.condition.matcher.argument.ArgumentConditionMatcher,,7,26,6,,,,,,,,,
C:\oodass1\dubbo\dubbo-config\dubbo-config-spring\src\test\java\org\apache\dubbo\config\spring\util\EnvironmentUtilsTest.java,org.apache.dubbo.config.spring.util.EnvironmentUtilsTest,,7,31,2,,,,,,,,,
C:\oodass1\dubbo\dubbo-common\src\test\java\org\apache\dubbo\common\utils\json\Color.java,org.apache.dubbo.common.utils.json.Color,,1,27,8,,,,,,,,,
C:\oodass1\dubbo\dubbo-metrics\dubbo-metrics-api\src\main\java\org\apache\dubbo\metrics\data\RtStatComposite.java,org.apache.dubbo.metrics.data.RtStatComposite,,17,154,34,,,,,,,,,
C:\oodass1\dubbo\dubbo-remoting\dubbo-remoting-zookeeper-curator5\src\main\java\org\apache\dubbo\remoting\zookeeper\curator5\Curator5ZookeeperClient.java,org.apache.dubbo.remoting.zookeeper.curator5.Curator5ZookeeperClient,,20,401,76,,,,,,,,,
C:\oodass1\dubbo\dubbo-cluster\src\test\java\org\apache\dubbo\rpc\cluster\router\script\ScriptStateRouterTest.java,org.apache.dubbo.rpc.cluster.router.script.ScriptStateRouterTest,,13,66,7,,,,,,,,,
C:\oodass1\dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\router\mesh\rule\destination\loadbalance\LoadBalancerSettings.java,org.apache.dubbo.rpc.cluster.router.mesh.rule.destination.loadbalance.LoadBalancerSettings,,2,19,5,,,,,,,,,
C:\oodass1\dubbo\dubbo-common\src\main\java\org\apache\dubbo\common\constants\MetricsConstants.java,org.apache.dubbo.common.constants.MetricsConstants,,0,43,0,,,,,,,,,
