file,class,type,cbo,loc,wmc
C:\oodass1\projects\fresco\animated-base\src\main\java\com\facebook\imagepipeline\animated\impl\AnimatedFrameCache.java,com.facebook.imagepipeline.animated.impl.AnimatedFrameCache$FrameKey,innerclass,7,33,9
C:\oodass1\projects\fresco\fbcore\src\test\java\com\facebook\common\executors\HandlerExecutorServiceImplTest.java,com.facebook.common.executors.HandlerExecutorServiceImplTest,class,8,27,3
C:\oodass1\projects\fresco\samples\scrollperf\src\main\java\com\facebook\samples\scrollperf\instrumentation\PerfListener.java,com.facebook.samples.scrollperf.instrumentation.PerfListener,class,2,42,10
C:\oodass1\projects\fresco\imagepipeline\src\main\java\com\facebook\imagepipeline\producers\PriorityStarvingThrottlingProducer.java,com.facebook.imagepipeline.producers.PriorityStarvingThrottlingProducer$PriorityComparator,innerclass,3,17,3
C:\oodass1\projects\fresco\drawee-span\src\test\java\com\facebook\drawee\span\DraweeSpanStringBuilderTest.java,com.facebook.drawee.span.DraweeSpanStringBuilderTest,class,17,46,6
C:\oodass1\projects\fresco\samples\showcase\src\main\java\com\facebook\fresco\samples\showcase\imageformat\svg\ImageFormatSvgFragment.java,com.facebook.fresco.samples.showcase.imageformat.svg.ImageFormatSvgFragment$Anonymous2,anonymous,3,6,1
C:\oodass1\projects\fresco\fbcore\src\main\java\com\facebook\common\memory\PooledByteArrayBufferedInputStream.java,com.facebook.common.memory.PooledByteArrayBufferedInputStream,class,7,83,21
C:\oodass1\projects\fresco\samples\showcase\src\main\java\com\facebook\fresco\samples\showcase\imageformat\svg\ImageFormatSvgFragment.java,com.facebook.fresco.samples.showcase.imageformat.svg.ImageFormatSvgFragment$Anonymous1,anonymous,2,5,2
C:\oodass1\projects\fresco\samples\showcase\src\main\java\com\facebook\fresco\samples\showcase\imagepipeline\ImagePipelineRegionDecodingFragment.java,com.facebook.fresco.samples.showcase.imagepipeline.ImagePipelineRegionDecodingFragment$RegionDecoder,innerclass,8,17,2
C:\oodass1\projects\fresco\tools\flipper-fresco-plugin\src\main\java\com\facebook\flipper\plugins\fresco\FrescoFlipperRequestListener.java,com.facebook.flipper.plugins.fresco.FrescoFlipperRequestListener,class,4,9,2
C:\oodass1\projects\fresco\fbcore\src\main\java\com\facebook\common\file\FileUtils.java,com.facebook.common.file.FileUtils$FileDeleteException,innerclass,0,5,1
C:\oodass1\projects\fresco\samples\showcase\src\main\java\com\facebook\fresco\samples\showcase\imagepipeline\ImagePipelinePostProcessorFragment.java,com.facebook.fresco.samples.showcase.imagepipeline.ImagePipelinePostProcessorFragment$Entry,innerclass,1,8,1
C:\oodass1\projects\fresco\drawee-backends\drawee-pipeline\src\main\java\com\facebook\drawee\backends\pipeline\info\ImageOriginUtils.java,com.facebook.drawee.backends.pipeline.info.ImageOriginUtils,class,2,49,25
C:\oodass1\projects\fresco\samples\showcase\src\main\java\com\facebook\fresco\samples\showcase\vito\VitoRotationFragment.java,com.facebook.fresco.samples.showcase.vito.VitoRotationFragment$SimpleRotationOptionsAdapter,innerclass,6,27,5
C:\oodass1\projects\fresco\samples\comparison\src\main\java\com\facebook\samples\comparison\configs\volley\SampleVolleyFactory.java,com.facebook.samples.comparison.configs.volley.SampleVolleyFactory,class,8,26,6
C:\oodass1\projects\fresco\imagepipeline\src\test\java\com\facebook\imagepipeline\core\ImagePipelineTest.java,com.facebook.imagepipeline.core.ImagePipelineTest,class,38,443,43
C:\oodass1\projects\fresco\imagepipeline\src\main\java\com\facebook\imagepipeline\producers\NetworkFetchProducer.java,com.facebook.imagepipeline.producers.NetworkFetchProducer,class,22,135,22
C:\oodass1\projects\fresco\imagepipeline-base\src\main\java\com\facebook\cache\common\CacheKey.java,com.facebook.cache.common.CacheKey,interface,2,8,6
C:\oodass1\projects\fresco\memory-types\nativememory\src\main\java\com\facebook\imagepipeline\memory\NativeMemoryChunk.java,com.facebook.imagepipeline.memory.NativeMemoryChunk,class,7,110,29
C:\oodass1\projects\fresco\samples\showcase\src\main\java\com\facebook\fresco\samples\showcase\imagepipeline\ImagePipelineBitmapFactoryFragment.java,com.facebook.fresco.samples.showcase.imagepipeline.ImagePipelineBitmapFactoryFragment$CreateOptionsAdapter,innerclass,6,19,5
C:\oodass1\projects\fresco\imagepipeline\src\main\java\com\facebook\imagepipeline\producers\CustomProducerSequenceFactory.java,com.facebook.imagepipeline.producers.CustomProducerSequenceFactory,class,12,13,4
C:\oodass1\projects\fresco\memory-types\nativememory\src\test\java\com\facebook\imagepipeline\testing\FakeNativeMemoryChunk.java,com.facebook.imagepipeline.testing.FakeNativeMemoryChunk,class,6,34,9
C:\oodass1\projects\fresco\drawee\src\main\java\com\facebook\drawee\view\GenericDraweeView.java,com.facebook.drawee.view.GenericDraweeView,class,10,33,8
C:\oodass1\projects\fresco\fbcore\src\main\java\com\facebook\common\references\NoOpCloseableReference.java,com.facebook.common.references.NoOpCloseableReference,class,4,16,5
C:\oodass1\projects\fresco\fbcore\src\main\java\com\facebook\common\util\ByteConstants.java,com.facebook.common.util.ByteConstants,class,1,6,1
C:\oodass1\projects\fresco\samples\showcase\src\main\java\com\facebook\fresco\samples\showcase\imageformat\pjpeg\ImageFormatProgressiveJpegFragment.java,com.facebook.fresco.samples.showcase.imageformat.pjpeg.ImageFormatProgressiveJpegFragment$Entry,innerclass,1,8,1
C:\oodass1\projects\fresco\imagepipeline\src\main\java\com\facebook\imagepipeline\producers\MultiplexProducer.java,com.facebook.imagepipeline.producers.MultiplexProducer,class,13,391,14
C:\oodass1\projects\fresco\imagepipeline-base\src\main\java\com\facebook\imagepipeline\image\QualityInfo.java,com.facebook.imagepipeline.image.QualityInfo,interface,0,5,3
C:\oodass1\projects\fresco\samples\showcase\src\main\java\com\facebook\fresco\samples\showcase\imageformat\color\ColorImageExample.java,com.facebook.fresco.samples.showcase.imageformat.color.ColorImageExample$ColorFormatChecker,innerclass,5,15,4
C:\oodass1\projects\fresco\imagepipeline\src\test\java\com\facebook\imagepipeline\producers\BitmapMemoryCacheProducerTest.java,com.facebook.imagepipeline.producers.BitmapMemoryCacheProducerTest,class,26,266,23
C:\oodass1\projects\fresco\static-webp\src\androidTest\java\com\facebook\webpsupport\WebpBitmapFactoryTest.java,com.facebook.webpsupport.WebpBitmapFactoryTest,class,12,153,24
C:\oodass1\projects\fresco\memory-types\ashmem\src\test\java\com\facebook\imagepipeline\memory\AshmemMemoryChunkPoolTest.java,com.facebook.imagepipeline.memory.AshmemMemoryChunkPoolTest,class,14,60,8
C:\oodass1\projects\fresco\imagepipeline\src\main\java\com\facebook\imagepipeline\producers\SwallowResultProducer.java,com.facebook.imagepipeline.producers.SwallowResultProducer,class,6,17,2
C:\oodass1\projects\fresco\imagepipeline\src\test\java\com\facebook\imagepipeline\producers\BitmapMemoryCacheGetProducerTest.java,com.facebook.imagepipeline.producers.BitmapMemoryCacheGetProducerTest$ProduceResultsFailureAnswer,innerclass,4,7,1
C:\oodass1\projects\fresco\samples\zoomable\src\main\java\com\facebook\samples\zoomable\MultiGestureListener.java,com.facebook.samples.zoomable.MultiGestureListener,class,3,93,30
C:\oodass1\projects\fresco\drawee\src\test\java\com\facebook\drawee\controller\AbstractDraweeControllerTest.java,com.facebook.drawee.controller.AbstractDraweeControllerTest,class,24,440,63
C:\oodass1\projects\fresco\imagepipeline-base\src\test\java\org\mockito\configuration\MockitoConfiguration.java,MockitoConfiguration,class,2,5,1
C:\oodass1\projects\fresco\ui-core\src\main\java\com\facebook\drawee\drawable\ScalingUtils.java,com.facebook.drawee.drawable.ScalingUtils$ScaleTypeFitXY,innerclass,5,12,2
C:\oodass1\projects\fresco\samples\showcase\src\main\java\com\facebook\fresco\samples\showcase\imagepipeline\ImagePipelineNotificationFragment.java,com.facebook.fresco.samples.showcase.imagepipeline.ImagePipelineNotificationFragment$Anonymous2,anonymous,4,9,2
C:\oodass1\projects\fresco\samples\showcase\src\main\java\com\facebook\fresco\samples\showcase\imagepipeline\ImagePipelineNotificationFragment.java,com.facebook.fresco.samples.showcase.imagepipeline.ImagePipelineNotificationFragment$Anonymous1,anonymous,2,5,1
C:\oodass1\projects\fresco\imagepipeline\src\test\java\com\facebook\imagepipeline\producers\ThumbnailBranchProducerTest.java,com.facebook.imagepipeline.producers.ThumbnailBranchProducerTest,class,17,158,19
C:\oodass1\projects\fresco\samples\scrollperf\src\main\java\com\facebook\samples\scrollperf\fragments\recycler\VitoViewAdapter.java,com.facebook.samples.scrollperf.fragments.recycler.VitoViewAdapter,class,11,25,4
C:\oodass1\projects\fresco\samples\animation2\src\main\java\com\facebook\samples\animation2\local\LocalDrawableAnimationBackend.java,com.facebook.samples.animation2.local.LocalDrawableAnimationBackend$Builder,innerclass,3,28,6
C:\oodass1\projects\fresco\fbcore\src\main\java\com\facebook\datasource\RetainingDataSourceSupplier.java,com.facebook.datasource.RetainingDataSourceSupplier$RetainingDataSource,innerclass,9,80,19
C:\oodass1\projects\fresco\imagepipeline\src\main\java\com\facebook\imagepipeline\memory\BitmapCounter.java,com.facebook.imagepipeline.memory.BitmapCounter$Anonymous1,anonymous,2,10,1
C:\oodass1\projects\fresco\imagepipeline\src\main\java\com\facebook\imagepipeline\request\ImageRequest.java,com.facebook.imagepipeline.request.ImageRequest$Anonymous1,anonymous,3,5,2
C:\oodass1\projects\fresco\fbcore\src\main\java\com\facebook\datasource\FirstAvailableDataSourceSupplier.java,com.facebook.datasource.FirstAvailableDataSourceSupplier$FirstAvailableDataSource$InternalDataSubscriber,innerclass,5,19,6
C:\oodass1\projects\fresco\memory-types\ashmem\src\main\java\com\facebook\imagepipeline\memory\AshmemMemoryChunk.java,com.facebook.imagepipeline.memory.AshmemMemoryChunk,class,8,110,25
C:\oodass1\projects\fresco\drawee\src\main\java\com\facebook\drawee\controller\AbstractDraweeControllerBuilder.java,com.facebook.drawee.controller.AbstractDraweeControllerBuilder$Anonymous1,anonymous,2,7,2
C:\oodass1\projects\fresco\drawee\src\main\java\com\facebook\drawee\controller\AbstractDraweeControllerBuilder.java,com.facebook.drawee.controller.AbstractDraweeControllerBuilder$Anonymous2,anonymous,5,8,2
C:\oodass1\projects\fresco\imagepipeline\src\test\java\com\facebook\imagepipeline\producers\BitmapPrepareProducerTest.java,com.facebook.imagepipeline.producers.BitmapPrepareProducerTest$Anonymous1,anonymous,5,8,1
C:\oodass1\projects\fresco\drawee\src\test\java\com\facebook\drawee\controller\AbstractDraweeControllerTest.java,com.facebook.drawee.controller.AbstractDraweeControllerTest$Anonymous3,anonymous,1,5,1
C:\oodass1\projects\fresco\drawee\src\test\java\com\facebook\drawee\controller\AbstractDraweeControllerTest.java,com.facebook.drawee.controller.AbstractDraweeControllerTest$Anonymous2,anonymous,4,14,4
C:\oodass1\projects\fresco\drawee\src\test\java\com\facebook\drawee\controller\AbstractDraweeControllerTest.java,com.facebook.drawee.controller.AbstractDraweeControllerTest$Anonymous1,anonymous,2,6,1
C:\oodass1\projects\fresco\samples\showcase\src\main\java\com\facebook\fresco\samples\showcase\imagepipeline\ImagePipelineBitmapFactoryFragment.java,com.facebook.fresco.samples.showcase.imagepipeline.ImagePipelineBitmapFactoryFragment,class,19,109,15
C:\oodass1\projects\fresco\fbcore\src\test\java\com\facebook\datasource\DataSourceTestUtils.java,com.facebook.datasource.DataSourceTestUtils,class,3,160,3
C:\oodass1\projects\fresco\imagepipeline-base\src\main\java\com\facebook\cache\disk\DiskStorage.java,com.facebook.cache.disk.DiskStorage$Entry,interface,1,6,4
C:\oodass1\projects\fresco\animated-base\src\main\java\com\facebook\imagepipeline\animated\base\AnimatedDrawableBackend.java,com.facebook.imagepipeline.animated.base.AnimatedDrawableBackend,interface,9,22,20
C:\oodass1\projects\fresco\imagepipeline\src\test\java\com\facebook\imagepipeline\memory\BasePoolTest.java,com.facebook.imagepipeline.memory.BasePoolTest$TestPool,innerclass,7,31,10
C:\oodass1\projects\fresco\fbcore\src\main\java\com\facebook\common\statfs\StatFsHelper.java,com.facebook.common.statfs.StatFsHelper,class,8,143,36
C:\oodass1\projects\fresco\imagepipeline\src\main\java\com\facebook\imagepipeline\cache\NativeMemoryCacheTrimStrategy.java,com.facebook.imagepipeline.cache.NativeMemoryCacheTrimStrategy,class,4,19,7
C:\oodass1\projects\fresco\animated-drawable\src\main\java\com\facebook\fresco\animation\backend\AnimationBackendDelegateWithInactivityCheck.java,com.facebook.fresco.animation.backend.AnimationBackendDelegateWithInactivityCheck,class,10,72,13
C:\oodass1\projects\fresco\imagepipeline-base\src\main\java\com\facebook\cache\common\CacheEventListener.java,com.facebook.cache.common.CacheEventListener,interface,2,11,8
C:\oodass1\projects\fresco\imagepipeline\src\main\java\com\facebook\imagepipeline\datasource\ListDataSource.java,com.facebook.imagepipeline.datasource.ListDataSource$InternalDataSubscriber,innerclass,6,24,8
C:\oodass1\projects\fresco\imagepipeline\src\main\java\com\facebook\imagepipeline\datasource\CloseableProducerToDataSourceAdapter.java,com.facebook.imagepipeline.datasource.CloseableProducerToDataSourceAdapter,class,12,24,7
C:\oodass1\projects\fresco\imagepipeline\src\test\java\com\facebook\imagepipeline\producers\SwallowResultProducerTest.java,com.facebook.imagepipeline.producers.SwallowResultProducerTest$ProduceResultsFailureAnswer,innerclass,4,7,1
C:\oodass1\projects\fresco\fbcore\src\main\java\com\facebook\common\internal\Fn.java,com.facebook.common.internal.Fn,interface,4,3,1
C:\oodass1\projects\fresco\imagepipeline-test\src\main\java\com\facebook\imagepipeline\memory\IntPair.java,com.facebook.imagepipeline.memory.IntPair,class,1,21,5
C:\oodass1\projects\fresco\samples\showcase\src\main\java\com\facebook\fresco\samples\showcase\vito\FrescoVitoLithoGalleryFragment.java,com.facebook.fresco.samples.showcase.vito.FrescoVitoLithoGalleryFragment,class,8,6,1
C:\oodass1\projects\fresco\imagepipeline\src\main\java\com\facebook\imagepipeline\memory\BitmapCounter.java,com.facebook.imagepipeline.memory.BitmapCounter,class,5,55,14
C:\oodass1\projects\fresco\imagepipeline\src\test\java\com\facebook\imagepipeline\producers\DecodeProducerTest.java,com.facebook.imagepipeline.producers.DecodeProducerTest,class,41,309,28
C:\oodass1\projects\fresco\drawee\src\main\java\com\facebook\drawee\drawable\AutoRotateDrawable.java,com.facebook.drawee.drawable.AutoRotateDrawable,class,10,62,12
C:\oodass1\projects\fresco\fbcore\src\main\java\com\facebook\widget\text\span\BetterImageSpan.java,com.facebook.widget.text.span.BetterImageSpan,class,10,108,26
C:\oodass1\projects\fresco\samples\showcase\src\main\java\com\facebook\fresco\samples\showcase\imageformat\gif\ImageFormatGifFragment.java,com.facebook.fresco.samples.showcase.imageformat.gif.ImageFormatGifFragment$Anonymous3,anonymous,2,7,2
C:\oodass1\projects\fresco\imagepipeline\src\main\java\com\facebook\imagepipeline\producers\EncodedProbeProducer.java,com.facebook.imagepipeline.producers.EncodedProbeProducer$ProbeConsumer,innerclass,13,47,13
C:\oodass1\projects\fresco\samples\animation2\src\main\java\com\facebook\samples\animation2\color\ExampleColorBackend.java,com.facebook.samples.animation2.color.ExampleColorBackend,class,12,64,19
C:\oodass1\projects\fresco\samples\showcase\src\main\java\com\facebook\fresco\samples\showcase\imageformat\gif\ImageFormatGifFragment.java,com.facebook.fresco.samples.showcase.imageformat.gif.ImageFormatGifFragment$Anonymous2,anonymous,2,6,1
C:\oodass1\projects\fresco\fbcore\src\main\java\com\facebook\datasource\IncreasingQualityDataSourceSupplier.java,com.facebook.datasource.IncreasingQualityDataSourceSupplier,class,11,188,9
C:\oodass1\projects\fresco\imagepipeline-base-test\src\main\java\com\facebook\imagepipeline\testing\FakeClock.java,com.facebook.imagepipeline.testing.FakeClock$OnTickListener,interface,0,3,1
C:\oodass1\projects\fresco\samples\showcase\src\main\java\com\facebook\fresco\samples\showcase\imageformat\gif\ImageFormatGifFragment.java,com.facebook.fresco.samples.showcase.imageformat.gif.ImageFormatGifFragment$Anonymous1,anonymous,2,5,2
C:\oodass1\projects\fresco\samples\showcase\src\main\java\com\facebook\fresco\samples\showcase\postprocessor\BenchmarkPostprocessorForDuplicatedBitmap.java,com.facebook.fresco.samples.showcase.postprocessor.BenchmarkPostprocessorForDuplicatedBitmap,class,6,15,3
C:\oodass1\projects\fresco\drawee\src\test\java\com\facebook\drawee\drawable\SettableDrawableTest.java,com.facebook.drawee.drawable.SettableDrawableTest,class,6,42,4
C:\oodass1\projects\fresco\samples\showcase\src\main\java\com\facebook\fresco\samples\showcase\imageformat\gif\ImageFormatGifFragment.java,com.facebook.fresco.samples.showcase.imageformat.gif.ImageFormatGifFragment$Anonymous6,anonymous,1,11,2
C:\oodass1\projects\fresco\imagepipeline-base\src\main\java\com\facebook\cache\common\CacheErrorLogger.java,com.facebook.cache.common.CacheErrorLogger,interface,3,4,1
C:\oodass1\projects\fresco\samples\showcase\src\main\java\com\facebook\fresco\samples\showcase\imageformat\gif\ImageFormatGifFragment.java,com.facebook.fresco.samples.showcase.imageformat.gif.ImageFormatGifFragment$Anonymous5,anonymous,4,17,4
C:\oodass1\projects\fresco\samples\showcase\src\main\java\com\facebook\fresco\samples\showcase\imageformat\gif\ImageFormatGifFragment.java,com.facebook.fresco.samples.showcase.imageformat.gif.ImageFormatGifFragment$Anonymous4,anonymous,3,7,2
C:\oodass1\projects\fresco\fbcore\src\main\java\com\facebook\common\executors\HandlerExecutorService.java,com.facebook.common.executors.HandlerExecutorService,interface,0,4,2
C:\oodass1\projects\fresco\ui-core\src\main\java\com\facebook\drawee\drawable\ScalingUtils.java,com.facebook.drawee.drawable.ScalingUtils$ScaleTypeFocusCrop,innerclass,5,23,3
C:\oodass1\projects\fresco\samples\comparison\src\main\java\com\facebook\samples\comparison\configs\glide\SampleGlideModule.java,com.facebook.samples.comparison.configs.glide.SampleGlideModule,class,6,14,2
C:\oodass1\projects\fresco\imagepipeline\src\main\java\com\facebook\imagepipeline\producers\BitmapPrepareProducer.java,com.facebook.imagepipeline.producers.BitmapPrepareProducer$BitmapPrepareConsumer,innerclass,10,37,11
C:\oodass1\projects\fresco\imagepipeline-base-test\src\main\java\com\facebook\imagepipeline\testing\TestScheduledFuture.java,com.facebook.imagepipeline.testing.TestScheduledFuture,class,6,71,13
C:\oodass1\projects\fresco\drawee\src\main\java\com\facebook\drawee\view\DraweeHolder.java,com.facebook.drawee.view.DraweeHolder,class,16,147,46
C:\oodass1\projects\fresco\imagepipeline-base-test\src\main\java\com\facebook\imagepipeline\testing\FakeClock.java,com.facebook.imagepipeline.testing.FakeClock,class,4,47,12
C:\oodass1\projects\fresco\imagepipeline\src\main\java\com\facebook\imagepipeline\producers\LocalFetchProducer.java,com.facebook.imagepipeline.producers.LocalFetchProducer$Anonymous1,anonymous,4,18,3
C:\oodass1\projects\fresco\drawee-backends\drawee-pipeline\src\main\java\com\facebook\drawee\backends\pipeline\info\ImagePerfMonitor.java,com.facebook.drawee.backends.pipeline.info.ImagePerfMonitor,class,17,101,33
C:\oodass1\projects\fresco\imagepipeline\src\main\java\com\facebook\imagepipeline\producers\LocalFetchProducer.java,com.facebook.imagepipeline.producers.LocalFetchProducer$Anonymous2,anonymous,0,5,1
C:\oodass1\projects\fresco\samples\comparison\src\main\java\com\facebook\samples\comparison\urlsfetcher\ImageUrlsFetcher.java,com.facebook.samples.comparison.urlsfetcher.ImageUrlsFetcher$Callback,interface,0,3,1
C:\oodass1\projects\fresco\fbcore\src\test\java\com\facebook\common\streams\TailAppendingInputStreamTest.java,com.facebook.common.streams.TailAppendingInputStreamTest,class,7,81,15
C:\oodass1\projects\fresco\samples\zoomableapp\src\main\java\com\facebook\samples\zoomableapp\MainActivity.java,com.facebook.samples.zoomableapp.MainActivity,class,7,27,5
C:\oodass1\projects\fresco\imagepipeline-base-test\src\main\java\com\facebook\imagepipeline\testing\ScheduledQueue.java,com.facebook.imagepipeline.testing.ScheduledQueue,class,6,66,15
C:\oodass1\projects\fresco\samples\scrollperf\src\main\java\com\facebook\samples\scrollperf\data\impl\ContentProviderSimpleAdapter.java,com.facebook.samples.scrollperf.data.impl.ContentProviderSimpleAdapter,class,6,30,7
C:\oodass1\projects\fresco\animated-base\src\main\java\com\facebook\imagepipeline\image\CloseableAnimatedImage.java,com.facebook.imagepipeline.image.CloseableAnimatedImage,class,5,43,16
C:\oodass1\projects\fresco\samples\showcase\src\main\java\com\facebook\fresco\samples\showcase\imageformat\datauri\ImageFormatDataUriFragment.java,com.facebook.fresco.samples.showcase.imageformat.datauri.ImageFormatDataUriFragment,class,8,13,2
C:\oodass1\projects\fresco\animated-base\src\main\java\com\facebook\imagepipeline\animated\base\AnimatedDrawableFrameInfo.java,com.facebook.imagepipeline.animated.base.AnimatedDrawableFrameInfo$BlendOperation,enum,0,3,0
C:\oodass1\projects\fresco\imagepipeline\src\main\java\com\facebook\imagepipeline\producers\LocalVideoThumbnailProducer.java,com.facebook.imagepipeline.producers.LocalVideoThumbnailProducer,class,19,96,11
C:\oodass1\projects\fresco\drawee\src\main\java\com\facebook\drawee\view\DraweeTransition.java,com.facebook.drawee.view.DraweeTransition,class,19,70,15
C:\oodass1\projects\fresco\samples\comparison\src\main\java\com\facebook\samples\comparison\urlsfetcher\ImageFormat.java,com.facebook.samples.comparison.urlsfetcher.ImageFormat,enum,1,14,4
C:\oodass1\projects\fresco\imagepipeline\src\main\java\com\facebook\imagepipeline\datasource\ListDataSource.java,com.facebook.imagepipeline.datasource.ListDataSource,class,11,87,22
C:\oodass1\projects\fresco\fbcore\src\main\java\com\facebook\datasource\DataSource.java,com.facebook.datasource.DataSource,interface,3,13,11
C:\oodass1\projects\fresco\samples\showcase\src\main\java\com\facebook\fresco\samples\showcase\vito\SimpleListSectionSpec.java,com.facebook.fresco.samples.showcase.vito.SimpleListSectionSpec$Data,innerclass,1,10,1
C:\oodass1\projects\fresco\samples\scrollperf\src\main\java\com\facebook\samples\scrollperf\conf\Config.java,com.facebook.samples.scrollperf.conf.Config$Builder,innerclass,2,130,27
C:\oodass1\projects\fresco\imagepipeline-base\src\main\java\com\facebook\cache\disk\DefaultDiskStorage.java,com.facebook.cache.disk.DefaultDiskStorage$EntryImpl,innerclass,4,32,7
C:\oodass1\projects\fresco\imagepipeline-base\src\main\java\com\facebook\cache\disk\DefaultDiskStorage.java,com.facebook.cache.disk.DefaultDiskStorage$PurgingVisitor,innerclass,6,37,17
C:\oodass1\projects\fresco\fbcore\src\main\java\com\facebook\common\activitylistener\ActivityListener.java,com.facebook.common.activitylistener.ActivityListener,interface,1,11,7
C:\oodass1\projects\fresco\samples\showcase\src\main\java\com\facebook\fresco\samples\showcase\imagepipeline\ImagePipelineResizingFragment.java,com.facebook.fresco.samples.showcase.imagepipeline.ImagePipelineResizingFragment$Anonymous3,anonymous,2,5,1
C:\oodass1\projects\fresco\samples\showcase\src\main\java\com\facebook\fresco\samples\showcase\imagepipeline\ImagePipelineResizingFragment.java,com.facebook.fresco.samples.showcase.imagepipeline.ImagePipelineResizingFragment$Anonymous4,anonymous,1,7,1
C:\oodass1\projects\fresco\samples\showcase\src\main\java\com\facebook\fresco\samples\showcase\imagepipeline\ImagePipelineResizingFragment.java,com.facebook.fresco.samples.showcase.imagepipeline.ImagePipelineResizingFragment$Anonymous1,anonymous,3,7,2
C:\oodass1\projects\fresco\samples\showcase\src\main\java\com\facebook\fresco\samples\showcase\imagepipeline\ImagePipelineResizingFragment.java,com.facebook.fresco.samples.showcase.imagepipeline.ImagePipelineResizingFragment$Anonymous2,anonymous,3,7,2
C:\oodass1\projects\fresco\drawee\src\test\java\com\facebook\drawee\drawable\DrawableTestUtils.java,com.facebook.drawee.drawable.DrawableTestUtils$FakeDrawable,innerclass,4,4,1
C:\oodass1\projects\fresco\imagepipeline\src\main\java\com\facebook\imagepipeline\request\BasePostprocessor.java,com.facebook.imagepipeline.request.BasePostprocessor,class,11,53,14
C:\oodass1\projects\fresco\drawee\src\main\java\com\facebook\drawee\interfaces\SettableDraweeHierarchy.java,com.facebook.drawee.interfaces.SettableDraweeHierarchy,interface,3,8,6
C:\oodass1\projects\fresco\samples\scrollperf\src\main\java\com\facebook\samples\scrollperf\instrumentation\Instrumentation.java,com.facebook.samples.scrollperf.instrumentation.Instrumentation$ImageRequestState,enum,0,1,0
C:\oodass1\projects\fresco\samples\showcase\src\main\java\com\facebook\fresco\samples\showcase\postprocessor\BenchmarkPostprocessorForDuplicatedBitmapInPlace.java,com.facebook.fresco.samples.showcase.postprocessor.BenchmarkPostprocessorForDuplicatedBitmapInPlace,class,6,15,3
C:\oodass1\projects\fresco\samples\showcase\src\main\java\com\facebook\fresco\samples\showcase\misc\WelcomeFragment.java,com.facebook.fresco.samples.showcase.misc.WelcomeFragment$Anonymous1,anonymous,3,8,1
C:\oodass1\projects\fresco\ui-core\src\main\java\com\facebook\drawee\drawable\ScalingUtils.java,com.facebook.drawee.drawable.ScalingUtils,class,6,308,9
C:\oodass1\projects\fresco\samples\showcase\src\main\java\com\facebook\fresco\samples\showcase\misc\WelcomeFragment.java,com.facebook.fresco.samples.showcase.misc.WelcomeFragment$Anonymous2,anonymous,2,7,1
C:\oodass1\projects\fresco\imagepipeline\src\test\java\com\facebook\imagepipeline\producers\BitmapMemoryCacheProducerTest.java,com.facebook.imagepipeline.producers.BitmapMemoryCacheProducerTest$ProduceResultsNewResultAnswer,innerclass,7,17,4
C:\oodass1\projects\fresco\imagepipeline\src\main\java\com\facebook\imagepipeline\cache\EncodedCountingMemoryCacheFactory.java,com.facebook.imagepipeline.cache.EncodedCountingMemoryCacheFactory$Anonymous1,anonymous,1,5,1
C:\oodass1\projects\fresco\imagepipeline\src\main\java\com\facebook\imagepipeline\producers\DiskCacheReadProducer.java,com.facebook.imagepipeline.producers.DiskCacheReadProducer$Anonymous2,anonymous,0,5,1
C:\oodass1\projects\fresco\imagepipeline\src\main\java\com\facebook\imagepipeline\producers\DiskCacheReadProducer.java,com.facebook.imagepipeline.producers.DiskCacheReadProducer$Anonymous1,anonymous,6,33,6
C:\oodass1\projects\fresco\samples\showcase\src\main\java\com\facebook\fresco\samples\showcase\imageformat\svg\SvgDecoderExample.java,com.facebook.fresco.samples.showcase.imageformat.svg.SvgDecoderExample$SvgFormatChecker,innerclass,5,20,7
C:\oodass1\projects\fresco\imagepipeline\src\main\java\com\facebook\imagepipeline\cache\InstrumentedMemoryCache.java,com.facebook.imagepipeline.cache.InstrumentedMemoryCache,class,9,49,13
C:\oodass1\projects\fresco\fbcore\src\main\java\com\facebook\common\internal\Suppliers.java,com.facebook.common.internal.Suppliers$Anonymous1,anonymous,1,5,1
C:\oodass1\projects\fresco\fbcore\src\main\java\com\facebook\common\internal\Suppliers.java,com.facebook.common.internal.Suppliers$Anonymous2,anonymous,0,5,1
C:\oodass1\projects\fresco\samples\comparison\src\main\java\com\facebook\samples\comparison\instrumentation\Instrumentation.java,com.facebook.samples.comparison.instrumentation.Instrumentation,class,7,83,15
C:\oodass1\projects\fresco\imagepipeline\src\main\java\com\facebook\imagepipeline\cache\StagingArea.java,com.facebook.imagepipeline.cache.StagingArea,class,10,103,20
C:\oodass1\projects\fresco\samples\showcase\src\main\java\com\facebook\fresco\samples\showcase\vito\FrescoVitoImageDecodeOptions.java,com.facebook.fresco.samples.showcase.vito.FrescoVitoImageDecodeOptions,class,9,42,16
C:\oodass1\projects\fresco\imagepipeline\src\main\java\com\facebook\imagepipeline\producers\JobScheduler.java,com.facebook.imagepipeline.producers.JobScheduler$JobRunnable,interface,3,3,1
C:\oodass1\projects\fresco\fbcore\src\main\java\com\facebook\common\internal\Suppliers.java,com.facebook.common.internal.Suppliers$Anonymous3,anonymous,0,5,1
C:\oodass1\projects\fresco\fbcore\src\main\java\com\facebook\common\internal\Suppliers.java,com.facebook.common.internal.Suppliers$Anonymous4,anonymous,0,5,1
