file,class,type,cbo,loc,wmc
C:\oodass1\projects\fresco\imagepipeline\src\main\java\com\facebook\imagepipeline\producers\AddImageTransformMetaDataProducer.java,com.facebook.imagepipeline.producers.AddImageTransformMetaDataProducer,class,7,24,2
C:\oodass1\projects\fresco\drawee\src\main\java\com\facebook\drawee\generic\GenericDraweeHierarchyBuilder.java,com.facebook.drawee.generic.GenericDraweeHierarchyBuilder,class,14,261,58
C:\oodass1\projects\fresco\imagepipeline\src\main\java\com\facebook\imagepipeline\cache\CacheMissException.java,com.facebook.imagepipeline.cache.CacheMissException,class,2,5,1
C:\oodass1\projects\fresco\drawee\src\main\java\com\facebook\drawee\controller\ControllerListener.java,com.facebook.drawee.controller.ControllerListener,interface,3,8,6
C:\oodass1\projects\fresco\fbcore\src\test\java\com\facebook\common\references\SharedReferenceTest.java,com.facebook.common.references.SharedReferenceTest,class,7,80,5
C:\oodass1\projects\fresco\ui-core\src\main\java\com\facebook\drawee\drawable\ScalingUtils.java,com.facebook.drawee.drawable.ScalingUtils$ScaleTypeCenterInside,innerclass,5,13,2
C:\oodass1\projects\fresco\animated-base\src\main\java\com\facebook\imagepipeline\animated\base\AnimatedImageResultBuilder.java,com.facebook.imagepipeline.animated.base.AnimatedImageResultBuilder,class,8,60,13
C:\oodass1\projects\fresco\imagepipeline\src\main\java\com\facebook\imagepipeline\memory\Bucket.java,com.facebook.imagepipeline.memory.Bucket,class,7,64,18
C:\oodass1\projects\fresco\animated-base\src\test\java\com\facebook\imagepipeline\animated\testing\TestAnimatedDrawableBackend.java,com.facebook.imagepipeline.animated.testing.TestAnimatedDrawableBackend,class,11,98,28
C:\oodass1\projects\fresco\fbcore\src\main\java\com\facebook\common\references\SharedReference.java,com.facebook.common.references.SharedReference,class,12,106,28
C:\oodass1\projects\fresco\samples\gestures\src\test\java\com\facebook\samples\gestures\MultiPointerGestureDetectorTest.java,com.facebook.samples.gestures.MultiPointerGestureDetectorTest,class,9,117,4
C:\oodass1\projects\fresco\fbcore\src\main\java\com\facebook\common\callercontext\ContextChain.java,com.facebook.common.callercontext.ContextChain,class,5,133,36
C:\oodass1\projects\fresco\fbcore\src\test\java\com\facebook\datasource\AbstractDataSourceTest.java,com.facebook.datasource.AbstractDataSourceTest$Value,interface,0,3,1
C:\oodass1\projects\fresco\tools\flipper-fresco-plugin\src\main\java\com\facebook\flipper\plugins\fresco\FrescoFlipperDebugPrefHelper.java,com.facebook.flipper.plugins.fresco.FrescoFlipperDebugPrefHelper,interface,1,8,3
C:\oodass1\projects\fresco\samples\scrollperf\src\main\java\com\facebook\samples\scrollperf\fragments\SettingsFragment.java,com.facebook.samples.scrollperf.fragments.SettingsFragment,class,14,234,55
C:\oodass1\projects\fresco\imagepipeline\src\main\java\com\facebook\imagepipeline\memory\SharedByteArray.java,com.facebook.imagepipeline.memory.SharedByteArray,class,14,65,14
C:\oodass1\projects\fresco\drawee\src\test\java\com\facebook\drawee\view\AspectRatioMeasureTest.java,com.facebook.drawee.view.AspectRatioMeasureTest,class,7,73,5
C:\oodass1\projects\fresco\memory-types\simple\src\test\java\com\facebook\imagepipeline\memory\BufferMemoryChunkPoolTest.java,com.facebook.imagepipeline.memory.BufferMemoryChunkPoolTest,class,13,60,8
C:\oodass1\projects\fresco\samples\comparison\src\main\java\com\facebook\samples\comparison\urlsfetcher\ImageUrlsRequestBuilder.java,com.facebook.samples.comparison.urlsfetcher.ImageUrlsRequestBuilder,class,4,17,3
C:\oodass1\projects\fresco\samples\showcase\src\main\java\com\facebook\fresco\samples\showcase\CustomImageFormatConfigurator.java,com.facebook.fresco.samples.showcase.CustomImageFormatConfigurator,class,9,41,11
C:\oodass1\projects\fresco\imagepipeline\src\main\java\com\facebook\imagepipeline\producers\EncodedMemoryCacheProducer.java,com.facebook.imagepipeline.producers.EncodedMemoryCacheProducer$EncodedMemoryCacheConsumer,innerclass,9,60,13
C:\oodass1\projects\fresco\imagepipeline\src\test\java\com\facebook\imagepipeline\producers\DiskCacheReadProducerTest.java,com.facebook.imagepipeline.producers.DiskCacheReadProducerTest$Anonymous3,anonymous,3,7,1
C:\oodass1\projects\fresco\samples\animation2\src\main\java\com\facebook\samples\animation2\bitmap\BitmapAnimationDebugFragment.java,com.facebook.samples.animation2.bitmap.BitmapAnimationDebugFragment$FrameInformationHolder,innerclass,5,68,13
C:\oodass1\projects\fresco\imagepipeline\src\test\java\com\facebook\imagepipeline\producers\DiskCacheReadProducerTest.java,com.facebook.imagepipeline.producers.DiskCacheReadProducerTest$Anonymous1,anonymous,3,8,1
C:\oodass1\projects\fresco\imagepipeline\src\test\java\com\facebook\imagepipeline\producers\DiskCacheReadProducerTest.java,com.facebook.imagepipeline.producers.DiskCacheReadProducerTest$Anonymous2,anonymous,3,7,1
C:\oodass1\projects\fresco\imagepipeline\src\main\java\com\facebook\imagepipeline\producers\DiskCacheReadProducer.java,com.facebook.imagepipeline.producers.DiskCacheReadProducer,class,23,109,14
C:\oodass1\projects\fresco\samples\gestures\src\test\java\com\facebook\samples\gestures\MotionEventTestUtils.java,com.facebook.samples.gestures.MotionEventTestUtils,class,5,26,4
C:\oodass1\projects\fresco\imagepipeline-base\src\main\java\com\facebook\cache\common\WriterCallbacks.java,com.facebook.cache.common.WriterCallbacks,class,4,18,2
C:\oodass1\projects\fresco\samples\comparison\src\main\java\com\facebook\samples\comparison\adapters\ImageListAdapter.java,com.facebook.samples.comparison.adapters.ImageListAdapter,class,5,32,9
C:\oodass1\projects\fresco\fbcore\src\main\java\com\facebook\common\util\StreamUtil.java,com.facebook.common.util.StreamUtil,class,5,38,7
C:\oodass1\projects\fresco\drawee\src\main\java\com\facebook\drawee\drawable\ArrayDrawable.java,com.facebook.drawee.drawable.ArrayDrawable,class,18,254,78
C:\oodass1\projects\fresco\drawee\src\test\java\com\facebook\drawee\testing\DraweeMocks.java,com.facebook.drawee.testing.DraweeMocks$Anonymous6,anonymous,4,5,1
C:\oodass1\projects\fresco\samples\showcase\src\main\java\com\facebook\fresco\samples\showcase\vito\VitoRotationFragment.java,com.facebook.fresco.samples.showcase.vito.VitoRotationFragment$Anonymous1,anonymous,5,8,2
C:\oodass1\projects\fresco\drawee\src\test\java\com\facebook\drawee\testing\DraweeMocks.java,com.facebook.drawee.testing.DraweeMocks$Anonymous5,anonymous,3,6,1
C:\oodass1\projects\fresco\samples\comparison\src\main\java\com\facebook\samples\comparison\adapters\GlideAdapter.java,com.facebook.samples.comparison.adapters.GlideAdapter,class,6,12,3
C:\oodass1\projects\fresco\drawee\src\test\java\com\facebook\drawee\testing\DraweeMocks.java,com.facebook.drawee.testing.DraweeMocks$Anonymous8,anonymous,1,10,2
C:\oodass1\projects\fresco\drawee\src\test\java\com\facebook\drawee\testing\DraweeMocks.java,com.facebook.drawee.testing.DraweeMocks$Anonymous7,anonymous,3,5,1
C:\oodass1\projects\fresco\drawee\src\test\java\com\facebook\drawee\testing\DraweeMocks.java,com.facebook.drawee.testing.DraweeMocks$Anonymous2,anonymous,2,5,1
C:\oodass1\projects\fresco\fbcore\src\main\java\com\facebook\common\internal\Objects.java,com.facebook.common.internal.Objects$ToStringHelper$ValueHolder,innerclass,2,5,0
C:\oodass1\projects\fresco\drawee\src\test\java\com\facebook\drawee\testing\DraweeMocks.java,com.facebook.drawee.testing.DraweeMocks$Anonymous1,anonymous,2,5,1
C:\oodass1\projects\fresco\drawee\src\test\java\com\facebook\drawee\testing\DraweeMocks.java,com.facebook.drawee.testing.DraweeMocks$Anonymous4,anonymous,1,5,1
C:\oodass1\projects\fresco\fbcore\src\test\java\com\facebook\common\file\FileUtilsTest.java,com.facebook.common.file.FileUtilsTest,class,6,37,5
C:\oodass1\projects\fresco\imagepipeline\src\test\java\com\facebook\imagepipeline\memory\SharedByteArrayTest.java,com.facebook.imagepipeline.memory.SharedByteArrayTest,class,10,58,9
C:\oodass1\projects\fresco\drawee\src\test\java\com\facebook\drawee\testing\DraweeMocks.java,com.facebook.drawee.testing.DraweeMocks$Anonymous3,anonymous,1,5,1
C:\oodass1\projects\fresco\samples\showcase\src\main\java\com\facebook\fresco\samples\showcase\imageformat\color\ColorImageExample.java,com.facebook.fresco.samples.showcase.imageformat.color.ColorImageExample,class,8,89,3
C:\oodass1\projects\fresco\imagepipeline\src\main\java\com\facebook\imagepipeline\memory\BucketMap.java,com.facebook.imagepipeline.memory.BucketMap,class,8,96,20
C:\oodass1\projects\fresco\imagepipeline\src\main\java\com\facebook\imagepipeline\producers\LocalVideoThumbnailProducer.java,com.facebook.imagepipeline.producers.LocalVideoThumbnailProducer$Anonymous1,anonymous,10,41,12
C:\oodass1\projects\fresco\imagepipeline\src\main\java\com\facebook\imagepipeline\producers\LocalVideoThumbnailProducer.java,com.facebook.imagepipeline.producers.LocalVideoThumbnailProducer$Anonymous2,anonymous,0,5,1
C:\oodass1\projects\fresco\imagepipeline\src\test\java\com\facebook\imagepipeline\producers\MultiplexProducerTest.java,com.facebook.imagepipeline.producers.MultiplexProducerTest,class,26,458,52
C:\oodass1\projects\fresco\imagepipeline\src\test\java\com\facebook\imagepipeline\producers\NetworkFetchProducerTest.java,com.facebook.imagepipeline.producers.NetworkFetchProducerTest$Anonymous1,anonymous,2,6,1
C:\oodass1\projects\fresco\samples\showcase\src\main\java\com\facebook\fresco\samples\showcase\common\CustomScaleTypes.java,com.facebook.fresco.samples.showcase.common.CustomScaleTypes,class,4,24,0
C:\oodass1\projects\fresco\ui-core\src\main\java\com\facebook\drawee\drawable\ScalingUtils.java,com.facebook.drawee.drawable.ScalingUtils$StatefulScaleType,interface,0,3,1
C:\oodass1\projects\fresco\imagepipeline\src\main\java\com\facebook\imagepipeline\producers\EncodedMemoryCacheProducer.java,com.facebook.imagepipeline.producers.EncodedMemoryCacheProducer,class,17,122,12
C:\oodass1\projects\fresco\imagepipeline\src\main\java\com\facebook\imagepipeline\producers\ThreadHandoffProducerQueue.java,com.facebook.imagepipeline.producers.ThreadHandoffProducerQueue,interface,0,7,5
C:\oodass1\projects\fresco\drawee-backends\drawee-pipeline\src\main\java\com\facebook\drawee\backends\pipeline\Fresco.java,com.facebook.drawee.backends.pipeline.Fresco,class,14,95,25
C:\oodass1\projects\fresco\samples\scrollperf\src\main\java\com\facebook\samples\scrollperf\fragments\recycler\VitoViewHolder.java,com.facebook.samples.scrollperf.fragments.recycler.VitoViewHolder,class,10,19,2
C:\oodass1\projects\fresco\samples\zoomable\src\main\java\com\facebook\samples\zoomable\DefaultZoomableController.java,com.facebook.samples.zoomable.DefaultZoomableController,class,16,350,98
C:\oodass1\projects\fresco\drawee\src\main\java\com\facebook\drawee\generic\GenericDraweeHierarchyInflater.java,com.facebook.drawee.generic.GenericDraweeHierarchyInflater,class,13,186,59
C:\oodass1\projects\fresco\samples\comparison\src\main\java\com\facebook\samples\comparison\holders\BaseViewHolder.java,com.facebook.samples.comparison.holders.BaseViewHolder,class,10,35,10
C:\oodass1\projects\fresco\drawee\src\test\java\com\facebook\drawee\drawable\OrientedDrawableTest.java,com.facebook.drawee.drawable.OrientedDrawableTest,class,12,100,10
C:\oodass1\projects\fresco\drawee\src\test\java\com\facebook\drawee\view\MultiDraweeHolderTest.java,com.facebook.drawee.view.MultiDraweeHolderTest,class,9,161,13
C:\oodass1\projects\fresco\tools\flipper-fresco-plugin\src\main\java\com\facebook\flipper\plugins\fresco\FrescoFlipperPlugin.java,com.facebook.flipper.plugins.fresco.FrescoFlipperPlugin$Anonymous6,anonymous,4,19,4
C:\oodass1\projects\fresco\imagepipeline\src\test\java\com\facebook\imagepipeline\producers\BranchOnSeparateImagesProducerTest.java,com.facebook.imagepipeline.producers.BranchOnSeparateImagesProducerTest,class,17,145,8
C:\oodass1\projects\fresco\tools\flipper-fresco-plugin\src\main\java\com\facebook\flipper\plugins\fresco\FrescoFlipperPlugin.java,com.facebook.flipper.plugins.fresco.FrescoFlipperPlugin$Anonymous7,anonymous,3,10,3
C:\oodass1\projects\fresco\imagepipeline\src\main\java\com\facebook\imagepipeline\producers\LocalFetchProducer.java,com.facebook.imagepipeline.producers.LocalFetchProducer,class,15,60,7
C:\oodass1\projects\fresco\samples\comparison\src\main\java\com\facebook\samples\comparison\configs\volley\VolleyMemoryCache.java,com.facebook.samples.comparison.configs.volley.VolleyMemoryCache$Anonymous1,anonymous,1,5,1
C:\oodass1\projects\fresco\samples\gestures\src\test\java\com\facebook\samples\gestures\TransformGestureDetectorTest.java,com.facebook.samples.gestures.TransformGestureDetectorTest,class,9,87,12
C:\oodass1\projects\fresco\tools\flipper-fresco-plugin\src\main\java\com\facebook\flipper\plugins\fresco\FrescoFlipperPlugin.java,com.facebook.flipper.plugins.fresco.FrescoFlipperPlugin$Anonymous8,anonymous,4,11,3
C:\oodass1\projects\fresco\samples\showcase\src\main\java\com\facebook\fresco\samples\showcase\imageformat\svg\SvgDecoderExample.java,com.facebook.fresco.samples.showcase.imageformat.svg.SvgDecoderExample$CloseableSvgImage,innerclass,5,34,10
C:\oodass1\projects\fresco\tools\flipper-fresco-plugin\src\main\java\com\facebook\flipper\plugins\fresco\FrescoFlipperPlugin.java,com.facebook.flipper.plugins.fresco.FrescoFlipperPlugin$Anonymous9,anonymous,1,5,1
C:\oodass1\projects\fresco\drawee\src\main\java\com\facebook\drawee\controller\AbstractDraweeController.java,com.facebook.drawee.controller.AbstractDraweeController$InternalForwardingListener,innerclass,4,14,3
C:\oodass1\projects\fresco\drawee-backends\drawee-pipeline\src\main\java\com\facebook\drawee\backends\pipeline\info\ImageOriginListener.java,com.facebook.drawee.backends.pipeline.info.ImageOriginListener,interface,2,3,1
C:\oodass1\projects\fresco\drawee-backends\drawee-pipeline\src\main\java\com\facebook\drawee\backends\pipeline\info\ForwardingImagePerfDataListener.java,com.facebook.drawee.backends.pipeline.info.ForwardingImagePerfDataListener,class,5,16,5
C:\oodass1\projects\fresco\samples\comparison\src\main\java\com\facebook\samples\comparison\instrumentation\PerfListener.java,com.facebook.samples.comparison.instrumentation.PerfListener,class,1,42,10
C:\oodass1\projects\fresco\imagepipeline-base\src\main\java\com\facebook\cache\common\CacheEventListener.java,com.facebook.cache.common.CacheEventListener$EvictionReason,enum,0,1,0
C:\oodass1\projects\fresco\animated-drawable\src\test\java\javax\microedition\khronos\opengles\GL.java,javax.microedition.khronos.opengles.GL,interface,0,2,0
C:\oodass1\projects\fresco\drawee-backends\drawee-pipeline\src\main\java\com\facebook\drawee\backends\pipeline\PipelineDraweeControllerBuilder.java,com.facebook.drawee.backends.pipeline.PipelineDraweeControllerBuilder,class,27,99,25
C:\oodass1\projects\fresco\samples\showcase\src\main\java\com\facebook\fresco\samples\showcase\misc\DebugOverlaySupplierSingleton.java,com.facebook.fresco.samples.showcase.misc.DebugOverlaySupplierSingleton,class,4,19,4
C:\oodass1\projects\fresco\samples\comparison\src\main\java\com\facebook\samples\comparison\configs\imagepipeline\ImagePipelineConfigFactory.java,com.facebook.samples.comparison.configs.imagepipeline.ImagePipelineConfigFactory,class,10,42,7
C:\oodass1\projects\fresco\tools\flipper-fresco-plugin\src\main\java\com\facebook\flipper\plugins\fresco\FrescoFlipperPlugin.java,com.facebook.flipper.plugins.fresco.FrescoFlipperPlugin$Anonymous1,anonymous,1,5,1
C:\oodass1\projects\fresco\imagepipeline\src\main\java\com\facebook\imagepipeline\producers\JobScheduler.java,com.facebook.imagepipeline.producers.JobScheduler,class,11,158,21
C:\oodass1\projects\fresco\tools\flipper-fresco-plugin\src\main\java\com\facebook\flipper\plugins\fresco\FrescoFlipperPlugin.java,com.facebook.flipper.plugins.fresco.FrescoFlipperPlugin$Anonymous2,anonymous,4,14,3
C:\oodass1\projects\fresco\tools\flipper-fresco-plugin\src\main\java\com\facebook\flipper\plugins\fresco\FrescoFlipperPlugin.java,com.facebook.flipper.plugins.fresco.FrescoFlipperPlugin$Anonymous3,anonymous,5,20,2
C:\oodass1\projects\fresco\imagepipeline\src\main\java\com\facebook\imagepipeline\request\ImageRequestBuilder.java,com.facebook.imagepipeline.request.ImageRequestBuilder,class,18,257,70
C:\oodass1\projects\fresco\tools\flipper-fresco-plugin\src\main\java\com\facebook\flipper\plugins\fresco\FrescoFlipperPlugin.java,com.facebook.flipper.plugins.fresco.FrescoFlipperPlugin$Anonymous4,anonymous,16,70,10
C:\oodass1\projects\fresco\imagepipeline-base\src\main\java\com\facebook\cache\disk\DefaultDiskStorage.java,com.facebook.cache.disk.DefaultDiskStorage$EntriesCollector,innerclass,5,16,6
C:\oodass1\projects\fresco\imagepipeline\src\main\java\com\facebook\imagepipeline\multiuri\MultiUri.java,com.facebook.imagepipeline.multiuri.MultiUri$Builder,innerclass,4,22,5
C:\oodass1\projects\fresco\samples\showcase\src\main\java\com\facebook\fresco\samples\showcase\imageformat\webp\ImageFormatWebpFragment.java,com.facebook.fresco.samples.showcase.imageformat.webp.ImageFormatWebpFragment$Anonymous1,anonymous,2,5,2
C:\oodass1\projects\fresco\imagepipeline\src\main\java\com\facebook\imagepipeline\producers\EncodedCacheKeyMultiplexProducer.java,com.facebook.imagepipeline.producers.EncodedCacheKeyMultiplexProducer,class,11,13,3
C:\oodass1\projects\fresco\imagepipeline\src\main\java\com\facebook\imagepipeline\producers\BitmapMemoryCacheProducer.java,com.facebook.imagepipeline.producers.BitmapMemoryCacheProducer,class,18,129,18
C:\oodass1\projects\fresco\drawee\src\main\java\com\facebook\drawee\gestures\GestureDetector.java,com.facebook.drawee.gestures.GestureDetector$ClickListener,interface,0,3,1
C:\oodass1\projects\fresco\samples\showcase\src\main\java\com\facebook\fresco\samples\showcase\imagepipeline\ImagePipelineBitmapFactoryFragment.java,com.facebook.fresco.samples.showcase.imagepipeline.ImagePipelineBitmapFactoryFragment$CreateOptions,enum,0,5,1
C:\oodass1\projects\fresco\drawee\src\test\java\com\facebook\drawee\drawable\DrawableTestUtils.java,com.facebook.drawee.drawable.DrawableTestUtils,class,16,131,12
C:\oodass1\projects\fresco\samples\comparison\src\main\java\com\facebook\samples\comparison\holders\FrescoHolder.java,com.facebook.samples.comparison.holders.FrescoHolder,class,9,17,3
C:\oodass1\projects\fresco\imagepipeline\src\test\java\com\facebook\imagepipeline\producers\EncodedMemoryCacheProducerTest.java,com.facebook.imagepipeline.producers.EncodedMemoryCacheProducerTest$ProduceResultsFailureAnswer,innerclass,4,7,1
C:\oodass1\projects\fresco\memory-types\nativememory\src\test\java\com\facebook\imagepipeline\testing\FakeNativeMemoryChunkPool.java,com.facebook.imagepipeline.testing.FakeNativeMemoryChunkPool,class,9,19,4
C:\oodass1\projects\fresco\samples\showcase\src\main\java\com\facebook\fresco\samples\showcase\imageformat\xml\ImageFormatXmlFragment.java,com.facebook.fresco.samples.showcase.imageformat.xml.ImageFormatXmlFragment,class,15,59,4
C:\oodass1\projects\fresco\imagepipeline\src\main\java\com\facebook\imagepipeline\cache\NoOpImageCacheStatsTracker.java,com.facebook.imagepipeline.cache.NoOpImageCacheStatsTracker,class,6,39,17
C:\oodass1\projects\fresco\ui-core\src\main\java\com\facebook\drawee\drawable\ScalingUtils.java,com.facebook.drawee.drawable.ScalingUtils$ScaleTypeCenter,innerclass,5,11,2
C:\oodass1\projects\fresco\drawee-backends\drawee-pipeline\src\main\java\com\facebook\drawee\backends\pipeline\PipelineDraweeControllerFactory.java,com.facebook.drawee.backends.pipeline.PipelineDraweeControllerFactory,class,12,30,4
C:\oodass1\projects\fresco\drawee\src\test\java\com\facebook\drawee\drawable\DrawableTestUtils.java,com.facebook.drawee.drawable.DrawableTestUtils$Anonymous9,anonymous,2,6,1
C:\oodass1\projects\fresco\imagepipeline-base\src\main\java\com\facebook\cache\common\WriterCallback.java,com.facebook.cache.common.WriterCallback,interface,1,3,1
C:\oodass1\projects\fresco\memory-types\nativememory\src\test\java\com\facebook\imagepipeline\memory\NativeMemoryChunkPoolTest.java,com.facebook.imagepipeline.memory.NativeMemoryChunkPoolTest,class,15,59,8
C:\oodass1\projects\fresco\samples\showcase\src\main\java\com\facebook\fresco\samples\showcase\vito\VitoViewRecyclerFragment.java,com.facebook.fresco.samples.showcase.vito.VitoViewRecyclerFragment$Anonymous2,anonymous,3,6,1
C:\oodass1\projects\fresco\samples\showcase\src\main\java\com\facebook\fresco\samples\showcase\vito\VitoViewRecyclerFragment.java,com.facebook.fresco.samples.showcase.vito.VitoViewRecyclerFragment$Anonymous1,anonymous,2,7,1
C:\oodass1\projects\fresco\drawee\src\test\java\com\facebook\drawee\drawable\DrawableTestUtils.java,com.facebook.drawee.drawable.DrawableTestUtils$Anonymous1,anonymous,1,6,1
C:\oodass1\projects\fresco\drawee\src\test\java\com\facebook\drawee\drawable\DrawableTestUtils.java,com.facebook.drawee.drawable.DrawableTestUtils$Anonymous2,anonymous,2,6,1
C:\oodass1\projects\fresco\drawee\src\test\java\com\facebook\drawee\drawable\DrawableTestUtils.java,com.facebook.drawee.drawable.DrawableTestUtils$Anonymous3,anonymous,1,8,2
C:\oodass1\projects\fresco\drawee\src\test\java\com\facebook\drawee\drawable\DrawableTestUtils.java,com.facebook.drawee.drawable.DrawableTestUtils$Anonymous4,anonymous,2,6,1
C:\oodass1\projects\fresco\drawee\src\test\java\com\facebook\drawee\drawable\DrawableTestUtils.java,com.facebook.drawee.drawable.DrawableTestUtils$Anonymous5,anonymous,1,11,3
C:\oodass1\projects\fresco\fbcore\src\main\java\com\facebook\common\callercontext\ImageAttribution.java,com.facebook.common.callercontext.ImageAttribution,interface,3,4,2
C:\oodass1\projects\fresco\samples\showcase\src\main\java\com\facebook\fresco\samples\showcase\imagepipeline\ImagePipelineDownsampleFragment.java,com.facebook.fresco.samples.showcase.imagepipeline.ImagePipelineDownsampleFragment,class,15,46,3
C:\oodass1\projects\fresco\samples\showcase\src\main\java\com\facebook\fresco\samples\showcase\vito\transition\VitoTransitionFragment.java,com.facebook.fresco.samples.showcase.vito.transition.VitoTransitionFragment,class,13,27,3
C:\oodass1\projects\fresco\drawee\src\test\java\com\facebook\drawee\drawable\DrawableTestUtils.java,com.facebook.drawee.drawable.DrawableTestUtils$Anonymous6,anonymous,1,5,1
C:\oodass1\projects\fresco\drawee\src\test\java\com\facebook\drawee\drawable\DrawableTestUtils.java,com.facebook.drawee.drawable.DrawableTestUtils$Anonymous7,anonymous,1,8,2
C:\oodass1\projects\fresco\drawee\src\test\java\com\facebook\drawee\drawable\DrawableTestUtils.java,com.facebook.drawee.drawable.DrawableTestUtils$Anonymous8,anonymous,1,8,1
C:\oodass1\projects\fresco\ui-core\src\main\java\com\facebook\drawee\drawable\ScalingUtils.java,com.facebook.drawee.drawable.ScalingUtils$MatrixScaleType,innerclass,3,13,3
C:\oodass1\projects\fresco\native-imagetranscoder\src\main\java\com\facebook\imagepipeline\nativecode\NativeJpegTranscoderFactory.java,com.facebook.imagepipeline.nativecode.NativeJpegTranscoderFactory,class,7,16,3
C:\oodass1\projects\fresco\memory-types\ashmem\src\main\java\com\facebook\imagepipeline\memory\AshmemMemoryChunkPool.java,com.facebook.imagepipeline.memory.AshmemMemoryChunkPool,class,9,8,2
C:\oodass1\projects\fresco\fbcore\src\main\java\com\facebook\common\util\ExceptionWithNoStacktrace.java,com.facebook.common.util.ExceptionWithNoStacktrace,class,2,8,2
C:\oodass1\projects\fresco\imagepipeline\src\main\java\com\facebook\imagepipeline\producers\BaseProducerContext.java,com.facebook.imagepipeline.producers.BaseProducerContext,class,14,177,50
C:\oodass1\projects\fresco\animated-base\src\main\java\com\facebook\imagepipeline\animated\base\AnimatedImageResult.java,com.facebook.imagepipeline.animated.base.AnimatedImageResult,class,9,56,15
C:\oodass1\projects\fresco\imagepipeline\src\main\java\com\facebook\imagepipeline\cache\InstrumentedMemoryCacheBitmapMemoryCacheFactory.java,com.facebook.imagepipeline.cache.InstrumentedMemoryCacheBitmapMemoryCacheFactory$Anonymous1,anonymous,1,11,3
C:\oodass1\projects\fresco\samples\scrollperf\src\main\java\com\facebook\samples\scrollperf\instrumentation\Instrumented.java,com.facebook.samples.scrollperf.instrumentation.Instrumented,interface,2,3,1
C:\oodass1\projects\fresco\drawee-span\src\main\java\com\facebook\drawee\span\DraweeSpanStringBuilder.java,com.facebook.drawee.span.DraweeSpanStringBuilder$DraweeSpanChangedListener,interface,1,3,1
C:\oodass1\projects\fresco\drawee\src\main\java\com\facebook\drawee\components\DraweeEventTracker.java,com.facebook.drawee.components.DraweeEventTracker,class,3,28,9
C:\oodass1\projects\fresco\samples\showcase\src\main\java\com\facebook\fresco\samples\showcase\misc\CheckerBoardDrawable.java,com.facebook.fresco.samples.showcase.misc.CheckerBoardDrawable,class,5,30,8
C:\oodass1\projects\fresco\imagepipeline\src\main\java\com\facebook\imagepipeline\decoder\SimpleProgressiveJpegConfig.java,com.facebook.imagepipeline.decoder.SimpleProgressiveJpegConfig$DynamicValueConfig,interface,0,4,2
C:\oodass1\projects\fresco\imagepipeline\src\main\java\com\facebook\imagepipeline\core\CloseableReferenceFactory.java,com.facebook.imagepipeline.core.CloseableReferenceFactory$Anonymous1,anonymous,4,11,3
C:\oodass1\projects\fresco\imagepipeline\src\main\java\com\facebook\imagepipeline\producers\PostprocessorProducer.java,com.facebook.imagepipeline.producers.PostprocessorProducer$RepeatedPostprocessorConsumer$Anonymous3,anonymous,1,7,2
C:\oodass1\projects\fresco\imagepipeline-base\src\main\java\com\facebook\cache\disk\DiskStorage.java,com.facebook.cache.disk.DiskStorage$DiskDumpInfoEntry,innerclass,0,14,1
C:\oodass1\projects\fresco\drawee\src\main\java\com\facebook\drawee\view\AspectRatioMeasure.java,com.facebook.drawee.view.AspectRatioMeasure,class,5,26,8
C:\oodass1\projects\fresco\samples\scrollperf\src\test\java\com\facebook\samples\scrollperf\util\TimeWasterTest.java,com.facebook.samples.scrollperf.util.TimeWasterTest,class,2,26,6
C:\oodass1\projects\fresco\fbcore\src\main\java\com\facebook\common\internal\ByteStreams.java,com.facebook.common.internal.ByteStreams,class,5,75,15
C:\oodass1\projects\fresco\samples\animation2\src\main\java\com\facebook\samples\animation2\bitmap\DebugBitmapAnimationFrameListener.java,com.facebook.samples.animation2.bitmap.DebugBitmapAnimationFrameListener,class,4,62,16
C:\oodass1\projects\fresco\samples\showcase\src\main\java\com\facebook\fresco\samples\showcase\imageformat\gif\ImageFormatGifFragment.java,com.facebook.fresco.samples.showcase.imageformat.gif.ImageFormatGifFragment,class,21,131,7
C:\oodass1\projects\fresco\fbcore\src\main\java\com\facebook\common\executors\HandlerExecutorServiceImpl.java,com.facebook.common.executors.HandlerExecutorServiceImpl,class,8,67,21
C:\oodass1\projects\fresco\imagepipeline-backends\imagepipeline-volley\src\main\java\com\facebook\imagepipeline\backends\volley\RawRequest.java,com.facebook.imagepipeline.backends.volley.RawRequest,class,6,14,3
C:\oodass1\projects\fresco\drawee\src\main\java\com\facebook\drawee\view\SimpleDraweeView.java,com.facebook.drawee.view.SimpleDraweeView,class,18,103,26
C:\oodass1\projects\fresco\imagepipeline\src\main\java\com\facebook\imagepipeline\cache\DefaultCacheKeyFactory.java,com.facebook.imagepipeline.cache.DefaultCacheKeyFactory,class,10,39,9
C:\oodass1\projects\fresco\samples\showcase\src\main\java\com\facebook\fresco\samples\showcase\vito\VitoRoundedCornersFragment.java,com.facebook.fresco.samples.showcase.vito.VitoRoundedCornersFragment,class,21,100,10
C:\oodass1\projects\fresco\animated-base\src\main\java\com\facebook\imagepipeline\animated\base\AnimatedImageFrame.java,com.facebook.imagepipeline.animated.base.AnimatedImageFrame,interface,2,9,7
C:\oodass1\projects\fresco\samples\scrollperf\src\main\java\com\facebook\samples\scrollperf\data\SimpleAdapter.java,com.facebook.samples.scrollperf.data.SimpleAdapter,interface,2,50,3
